transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
NZIP065Y9X08KQ,2.53E+15,dki,Gantar Usamah,F,2006,8K,Batusari - Grogol,0,B02720P,Pemadam Tj. Duren,-6.17371,106.78793,19,4/19/2023 9:54,B05819P,UKRIDA,-6.172372,106.7887,20,4/19/2023 10:20,3500
EJWN284B3C06CL,5.02E+11,flazz,Janet Rajasa,M,2007,D21,Universitas Indonesia - Lebak Bulus,0,B02895P,Poins Square,-6.289207,106.77718,26,4/19/2023 7:58,B05492P,St. MRT Lebak Bulus,-6.289421,106.77436,27,4/19/2023 8:21,3500
FGLD523I9J06UX,6.57E+15,dki,Jais Thamrin,F,1995,1M,Meruya - Blok M,0,B01137P,Jln. H. Rohimin Swadarma,-6.232466,106.76069,24,4/19/2023 6:18,B01842P,Kartini Hospital 2,-6.237876,106.76942,30,4/19/2023 7:19,3500
PSER563T2K68RK,4.22E+15,dki,"drg. Bancar Wijayanti, S.Sos",F,1999,JIS3,Harmoni - Jakarta International Stadium,1,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,4/19/2023 6:29,B01745P,Jembatan Item,-6.130078,106.85492,13,4/19/2023 8:29,3500
ZOPK214N9V53UZ,2.13E+14,emoney,Balidin Pradana,F,2003,2B,Harapan Indah - ASMI,1,B02143P,Lion Metal 2,-6.185858,106.95209,17,4/19/2023 6:42,B02086P,KPP Pratama Cakung 2,-6.187946,106.96142,21,4/19/2023 7:43,3500
XYYM506F9D40OV,4.97E+15,dki,Nasrullah Megantara,M,1982,1,Blok M - Kota,1,P00012,Bendungan Hilir,-6.217137,106.81528,15,4/19/2023 8:40,P00112,Kejaksaan Agung,-6.2405,106.79844,20,4/19/2023 9:36,3500
DSCB754V4E21WX,4.35E+18,brizzi,Ian Nainggolan,M,1983,2,Pulo Gadung - Monas,0,P00210,RSPAD,-6.175485,106.83674,13,4/19/2023 7:29,P00082,Istiqlal,-6.172252,106.83093,16,4/19/2023 9:25,3500
MLMM690P4W85CE,5.78E+11,flazz,Talia Prayoga,M,1985,S22,Ciputat - Kampung Rambutan,1,P00128,Lebak Bulus,-6.289413,106.77415,9,4/19/2023 9:57,B01559P,Jln. Sandratex 2,-6.293633,106.76529,11,4/19/2023 11:26,3500
HOIN236H6L53NN,2.40E+15,dki,"Ihsan Halimah, S.Pd",F,2009,M13,Puri Beta 2 - Tendean,1,P00259,Tirtayasa,-6.239207,106.80777,2,4/19/2023 7:29,P00001,Adam Malik,-6.236466,106.74786,10,4/19/2023 9:03,3500
ELJH936G7Y88YC,3.78E+14,emoney,Ulva Suryono,F,2000,1C,Pesanggrahan - Blok M,1,B01437P,Jln. Palatehan,-6.240057,106.800758,1,4/19/2023 8:45,B05374P,SMPN 235,-6.254954,106.75651,26,4/19/2023 10:04,3500
NDPV744G7P57ZO,2.13E+14,emoney,Teddy Najmudin,F,2000,8D,Joglo - Blok M,0,B00807P,Iskandar Muda,-6.2443,106.78249,9,4/19/2023 7:25,B02368P,Masjid Nurul Iman Joglo,-6.21731,106.76208,23,4/19/2023 8:53,3500
JWRJ482D5X53YI,4.76E+15,dki,Bambang Aryani,F,1994,1F,Stasiun Palmerah - Bundaran Senayan,0,B05648P,Taman Ria,-6.213308,106.80236,3,4/19/2023 6:42,P00218,Senayan JCC Arah Timur,-6.214145,106.809,4,4/19/2023 8:17,3500
FETG830A0F20FO,6.01E+15,dki,Sutan Kariman Situmorang,F,2012,2A,Pulo Gadung - Rawa Buaya via Balai Kota,0,P00207,RS Islam,-6.168676,106.87027,6,4/19/2023 8:06,P00208,RS Sumber Waras,-6.166294,106.79675,16,4/19/2023 8:28,3500
AHDD000S5H45QQ,1.80E+14,emoney,Jarwa Tampubolon,F,2005,1T,Cibubur - Balai Kota,0,B00127P,Benhil 3,-6.21601,106.81632,3,4/19/2023 6:21,B05502P,St. Sudirman 2,-6.201883,106.82277,9,4/19/2023 7:01,20000
GYCM503T2O46ZU,5.73E+11,flazz,drg. Kayun Safitri,M,1987,M3,Kalideres - Bundaran HI via Veteran,1,P00201,Rawa Buaya,-6.153908,106.72619,3,4/19/2023 7:10,P00050,Dispenda Samsat Barat,-6.154634,106.7381,5,4/19/2023 8:51,3500
QLUD586Z3G23BT,3.52E+15,dki,Iriana Pangestu,M,1998,11Q,Kampung Melayu - Pulo Gebang via BKT,0,B05660P,Taman Ut Aheme,-6.227704,106.92256,9,4/19/2023 8:45,B04518P,Sbr. Swadaya Raya,-6.228578,106.91633,11,4/19/2023 10:04,3500
GKXV504O8D20FU,4.04E+18,brizzi,Kalim Putra,F,1989,4B,Stasiun Manggarai - UI,0,B05463P,St. Lenteng Agung 1,-6.330883,106.83542,41,4/19/2023 9:43,B05830P,Univ. Indonesia,-6.353357,106.83186,46,4/19/2023 10:20,3500
LLXB213A7S59RJ,6.01E+15,dki,Dr. Sadina Hassanah,F,1988,7F,Kampung Rambutan - Juanda via Pasar Baru,0,P00150,Pasar Cempaka Putih,-6.172325,106.86246,13,4/19/2023 6:28,P00137,Monas,-6.176248,106.82286,19,4/19/2023 8:02,3500
CMAD659Y2N69VZ,4.21E+12,online,"T. Baktiadi Prakasa, S.H.",F,2009,M12,Sunter Boulevard Barat - Penjaringan,1,P00046,Danau Agung,-6.146869,106.85805,11,4/19/2023 6:18,P00239,Sunter Boulevard Barat,-6.14965,106.889,14,4/19/2023 8:05,3500
ZHSK158B5J39LZ,4.44E+15,dki,Cornelia Riyanti,M,1967,9N,Pinang Ranti - Pramuka,0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,4/19/2023 9:15,P00016,BKN,-6.257751,106.87,2,4/19/2023 11:04,3500
EJRK783Q4V06NS,2.40E+15,dki,Rahayu Prabowo,F,1994,10H,Tanjung Priok - Blok M,0,P00140,Pademangan,-6.133704,106.83164,1,4/19/2023 7:41,P00260,Tomang Mandala,-6.176875,106.80037,9,4/19/2023 9:14,3500
CYPJ209K7A50BV,6.01E+15,dki,"Harsana Anggraini, M.M.",F,1986,8M,S. Parman - Tanah Abang,1,B03104P,Roxy,-6.165833,106.80925,13,4/19/2023 9:49,P00212,S Parman Podomoro City Arah Timur,-6.175799,106.79308,21,4/19/2023 11:37,3500
EZRS853B0V78RA,3.52E+15,dki,"drg. Salwa Kusmawati, S.IP",F,2011,1A,Pantai Maju - Balai Kota,0,P00072,Glodok,-6.1445,106.81545,24,4/19/2023 7:52,P00137,Monas,-6.176248,106.82286,29,4/19/2023 9:42,3500
SGEY266J4P05OA,6.76E+11,flazz,dr. Nova Mardhiyah,F,1971,8C,Kebayoran Lama - Tanah Abang,0,B05925P,Yayasan Muhammadiyah 2,-6.196871,106.81431,21,4/19/2023 7:35,B02972P,Pospol Jati Bunder,-6.189707,106.81317,27,4/19/2023 9:06,3500
DUDI531O4P90RG,2.13E+14,emoney,Asirwada Marbun,M,1985,D32,Cinere - Bundaran Senayan,0,B00611P,Gelora Bung Karno 1,-6.224642,106.8056,12,4/19/2023 6:50,B00221P,Bundaran Senayan 1,-6.227445,106.80187,14,4/19/2023 7:59,20000
JCRC886R7E20ZO,5.04E+11,flazz,"Mahfud Salahudin, S.Farm",M,1993,8K,Batusari - Grogol,0,B03244P,Ruko Kemanggisan Raya,-6.196763,106.78222,11,4/19/2023 7:14,B00862P,Jln. Angsana Kemanggisan,-6.194934,106.78208,12,4/19/2023 8:02,3500
WOLK609J8W30GK,5.04E+11,flazz,Ir. Maria Setiawan,F,1977,B11,Summarecon Bekasi - BNN,0,B01728P,Jatibening 1,-6.257161,106.94651,5,4/19/2023 8:32,B00232P,Cawang Blue Bird,-6.248836,106.87801,6,4/19/2023 10:00,3500
PYEY558F5Y18RQ,3.57E+15,dki,"Dt. Ozy Sitompul, S.Ked",F,1981,6T,Pasar Minggu - Velbak,1,B03077P,Ratu Prabu,-6.292014,106.80853,20,4/19/2023 8:35,B04504P,Sbr. SPBU Warung Jati,-6.286956,106.82555,25,4/19/2023 10:26,3500
ISCT475P9Z33IV,4.80E+15,dki,Olivia Prayoga,M,1988,1,Blok M - Kota,1,P00261,Tosari,-6.196892,106.82309,12,4/19/2023 6:26,P00026,Bundaran Senayan,-6.227869,106.80094,18,4/19/2023 7:16,3500
ZRKO583I0B42ZQ,4.95E+18,brizzi,Gara Yuniar,M,1988,6,Ragunan - Dukuh Atas 2,0,P00121,Kuningan Timur,-6.234731,106.82902,10,4/19/2023 6:41,P00103,Karet Kuningan,-6.21667,106.830737,14,4/19/2023 7:40,3500
YJGD337Y8T17DI,4.96E+18,brizzi,dr. Balangga Zulkarnain,F,1989,JIS3,Harmoni - Jakarta International Stadium,0,B04521P,Sbr. Taman BMW,-6.12629,106.85763,1,4/19/2023 7:27,B05556P,Sunter Muara,-6.144072,106.85763,7,4/19/2023 7:54,3500
GJKF298D5T13UM,4.51E+12,online,Safina Hastuti,M,1988,6,Ragunan - Dukuh Atas 2,0,P00103,Karet Kuningan,-6.21667,106.830737,14,4/19/2023 8:47,P00124,Latuharhary,-6.202761,106.82771,17,4/19/2023 10:47,3500
ULPE910N4X79SU,5.25E+15,dki,"Farah Hardiansyah, M.M.",F,2010,13D,Puri Beta - Ragunan,1,P00268,Velbak,-6.239433,106.78552,15,4/19/2023 7:32,P00221,Seskoal,-6.238064,106.77121,17,4/19/2023 8:48,3500
KDCM804M4U70LX,4.95E+15,dki,Fathonah Saefullah,F,1996,1Q,Rempoa - Blok M,0,B02392P,Mayestik 2,-6.241772,106.79096,20,4/19/2023 9:13,B03171P,RS Pusat Pertamina 3,-6.239806,106.79431,22,4/19/2023 10:44,3500
YUVL870Z7W48TU,4.71E+15,dki,Fathonah Permadi,M,1992,1T,Cibubur - Balai Kota,1,B01835P,Karet Sudirman 1,-6.212995,106.82,10,4/19/2023 19:24,B00248P,Cibubur Junction,-6.368735,106.89366,15,4/19/2023 20:20,20000
LWGZ258J9G04IG,3.50E+15,dki,Yessi Tamba,F,2007,1H,Tanah Abang - Stasiun Gondangdia,0,B06034P,Masjid Cut Nyak Dien,-6.1874,106.8317,2,4/19/2023 18:39,B01787P,JPO Blok G,-6.188861,106.81135,16,4/19/2023 20:28,3500
ECAV537M0X15LH,6.54E+15,dki,Bakti Yuliarti,M,1998,5,Matraman Baru - Ancol,1,P00134,Matraman 1,-6.19998,106.85443,11,4/19/2023 17:21,P00253,Tegalan,-6.203101,106.85715,12,4/19/2023 18:26,3500
NYJQ115U6G55TB,4.85E+12,online,Cornelia Purwanti,F,2008,T11,Poris Plawad - Bundaran Senayan,0,B00128P,Benteng Betawi,-6.174158,106.65559,2,4/19/2023 21:55,B03096P,Rest Area Km 13 Merak Jakarta,-6.214273,106.67784,17,4/19/2023 23:04,3500
BDNE417Z4J80BN,2.54E+15,dki,"Febi Gunarto, M.M.",F,2008,4C,TU Gas - Bundaran Senayan,1,P00261,Tosari,-6.196892,106.82309,6,4/19/2023 19:01,P00269,Velodrome,-6.193468,106.8883,22,4/19/2023 20:18,3500
UBPG680M8Z16RM,5.02E+11,flazz,Jaka Zulaika,F,1996,M13,Puri Beta 2 - Tendean,1,P00001,Adam Malik,-6.236466,106.74786,10,4/19/2023 20:58,P00198,Puri Beta 2,-6.230532,106.72371,11,4/19/2023 22:17,3500
BZTC639F9N94JJ,3.59E+15,dki,Embuh Saragih,F,2000,8D,Joglo - Blok M,1,B03052P,Puskesmas Kel. Gunung,-6.239678,106.79024,19,4/19/2023 19:39,B02392P,Mayestik 2,-6.241772,106.79096,20,4/19/2023 20:50,3500
EKTA536O2D50NU,4.03E+15,dki,Zelda Situmorang,F,1981,4B,Stasiun Manggarai - UI,0,B02718P,Pemadam Pos Tebet,-6.240021,106.84547,14,4/19/2023 20:44,B03616P,Sbr. H. Samali,-6.265816,106.8442,25,4/19/2023 21:35,3500
RXIO040D5N80MO,3.55E+15,dki,Gilang Iswahyudi,M,1976,13B,Puri Beta - Pancoran Barat,0,P00242,Swadarma,-6.23755,106.76065,4,4/19/2023 20:38,P00221,Seskoal,-6.238064,106.77121,6,4/19/2023 22:37,3500
MJYF211E3T89GQ,3.56E+15,dki,"Cut Jessica Uwais, S.Kom",M,1992,7A,Kampung Rambutan - Lebak Bulus,1,B00252P,Cilandak Tengah,-6.29203,106.8021,8,4/19/2023 17:34,B00035P,Ampera 1,-6.292069,106.81774,12,4/19/2023 18:58,3500
OFRR094N6C90RB,2.27E+15,dki,Baktiadi Nasyiah,F,1991,3,Kalideres - Bundaran HI via Veteran,0,P00087,Jelambar,-6.166548,106.78651,9,4/19/2023 19:31,P00176,Petojo,-6.169984,106.81698,12,4/19/2023 21:15,3500
JEDN114G2R75EP,2.13E+14,emoney,Raditya Maryadi,M,2007,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B02313P,Masjid Jami Al Inayah,-6.224554,106.86945,3,4/19/2023 20:27,B00195P,Buaran Plaza,-6.217983,106.9235,21,4/19/2023 21:44,3500
HIDZ142M9C96BV,3.67E+13,bni,Daru Salahudin,M,1993,7A,Kampung Rambutan - Lebak Bulus,1,B01407P,Jln. Mujair Raya,-6.299485,106.83347,15,4/19/2023 19:42,B05708P,Term. Kampung Rambutan,-6.308964,106.88165,27,4/19/2023 20:42,3500
KHYP680U1R70HG,4.46E+15,dki,drg. Putri Handayani,F,2004,5,Matraman Baru - Ancol,1,P00220,Senen Sentral,-6.178287,106.84197,6,4/19/2023 17:53,P00142,Pal Putih,-6.184631,106.84402,7,4/19/2023 18:44,3500
LIGO892B3E49UN,3.75E+14,emoney,Yuni Simanjuntak,M,2005,1,Blok M - Kota,1,P00139,Olimo,-6.1493,106.81669,4,4/19/2023 19:47,P00017,Blok M,-6.243312,106.80175,21,4/19/2023 21:31,3500
KEOL175Y2G13IL,3.43E+14,emoney,Yuliana Thamrin,F,2001,S21,Ciputat - CSW,0,B03032P,Pusdiklat Kemenag 1,-6.312075,106.75228,3,4/19/2023 18:45,B02052P,Komplek Mandiri Giant Express 1,-6.297385,106.76499,9,4/19/2023 19:44,3500
CPEW986F1W10LJ,4.36E+12,online,Legawa Wulandari,M,2010,D32,Cinere - Bundaran Senayan,0,B05409P,SPBU Limo Cinere,-6.343345,106.77832,2,4/19/2023 21:08,B00378P,FX Sudirman,-6.225532,106.8037,7,4/19/2023 22:42,20000
GNXH501J8P55KO,4.46E+18,brizzi,Zulaikha Mardhiyah,M,1995,10K,Tanjung Priok - Senen via Taman BMW,0,B03199P,RSPAD 1,-6.176162,106.83987,35,4/19/2023 21:36,B05725P,Term. Senen,-6.17356,106.84213,38,4/19/2023 23:35,3500
MYMN166H5W20FD,2.13E+14,emoney,Caket Mandala,M,1986,9C,Pinang Ranti - Bundaran Senayan,1,P00252,Tegal Parang Arah Timur,-6.239005,106.83106,5,4/19/2023 20:57,P00179,Pinang Ranti,-6.291075,106.88634,15,4/19/2023 22:13,3500
GWWI084G5O96AJ,3.60E+13,bni,Tgk. Galang Firmansyah,F,1985,9A,PGC 2 - Grogol 2,0,P00249,Tebet Eco Park II Arah Barat,-6.243338,106.85212,7,4/19/2023 17:28,P00119,Kuningan Barat,-6.23725,106.82794,11,4/19/2023 19:23,3500
FBSY840A0E73ZQ,3.06E+13,bni,Puspa Natsir,F,2012,6N,Ragunan - Blok M via Kemang,1,B05912P,Yayasan Al Kholidin,-6.246823,106.80566,2,4/19/2023 18:40,B05872P,Kantor Walikota Jaksel,-6.249147,106.80791,3,4/19/2023 20:06,3500
YHDS443T2L60NT,4.80E+18,brizzi,Lasmanto Marpaung,M,1982,L13E,Puri Beta - Kuningan (Express),1,P00047,Departemen Kesehatan,-6.228794,106.833205,5,4/19/2023 17:26,P00198,Puri Beta 2,-6.230532,106.72371,11,4/19/2023 18:44,3500
HAFP175I8L28HB,6.51E+15,dki,Calista Lazuardi,F,1989,2,Pulo Gadung - Monas,0,P00202,Rawa Selatan,-6.173925,106.85809,9,4/19/2023 17:24,P00006,Atrium,-6.176251,106.84023,12,4/19/2023 19:02,3500
HXLV996B7I53AI,4.55E+15,dki,R. Balapati Usada,M,1982,11Q,Kampung Melayu - Pulo Gebang via BKT,1,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,11,4/19/2023 21:24,B00306P,Dinas Kebersihan Duren Sawit,-6.219815,106.92338,20,4/19/2023 23:06,3500
UTQW322I3L32UT,2.22E+15,dki,Puput Mardhiyah,M,1997,JIS3,Harmoni - Jakarta International Stadium,1,P00097,Juanda,-6.168048,106.83089,7,4/19/2023 18:53,B01745P,Jembatan Item,-6.130078,106.85492,13,4/19/2023 20:40,3500
WJUN693Z1N44NS,3.55E+15,dki,Gambira Handayani,F,1972,2P,Gondangdia - Senen,0,B05814P,Tugu Tani 1,-6.181662,106.83288,6,4/19/2023 17:08,B00083P,Atrium 1,-6.177759,106.8412,8,4/19/2023 18:04,3500
DBIU414L9Y74QN,4.70E+18,brizzi,Lanang Prastuti,M,1985,B13,Bekasi Barat - Blok M,1,B03156P,RS Mitra Keluarga 2,-6.24088,106.99285,8,4/19/2023 18:52,P00236,Summarecon Bekasi,-6.225566,107.00281,10,4/19/2023 20:03,20000
SEQK861H4W16FF,4.71E+15,dki,Vega Putra,F,2000,2P,Gondangdia - Senen,0,B00084P,Atrium 2,-6.17687,106.84042,9,4/19/2023 20:36,B05866P,Wahidin 1,-6.169862,106.83936,12,4/19/2023 22:08,3500
DSUQ502Z0K38FS,4.87E+18,brizzi,R.A. Ghaliyati Susanti,M,1997,B14,Bekasi Barat - Kuningan,1,B00274P,Cipta Rasuna Said,-6.216146,106.83087,3,4/19/2023 18:15,B03156P,RS Mitra Keluarga 2,-6.24088,106.99285,17,4/19/2023 20:12,20000
MQHY316Q2O12AK,3.55E+15,dki,Mutia Halimah,M,1976,13D,Puri Beta - Ragunan,1,P00164,Pejaten,-6.278404,106.82972,4,4/19/2023 21:42,P00136,Mayestik,-6.241921,106.79077,14,4/19/2023 22:51,3500
SCGH540L1A10YE,2.72E+15,dki,Nova Nugroho,M,1999,3F,Kalideres - Gelora Bung Karno,0,P00217,Senayan JCC Arah Barat,-6.213906,106.80841,1,4/19/2023 20:23,P00050,Dispenda Samsat Barat,-6.154634,106.7381,11,4/19/2023 22:18,3500
QNAO147N6N40VO,6.01E+15,dki,"Yosef Novitasari, M.M.",F,1984,1P,Senen - Blok M,0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,29,4/19/2023 20:53,B05637P,Taman Patimura,-6.232872,106.80081,30,4/19/2023 21:46,3500
LAMK638Y7C52OP,4.41E+15,dki,Ajiono Natsir,M,1993,D11,Depok - BKN,1,B00106P,Balaikota Depok 2,-6.394973,106.82277,11,4/19/2023 18:50,B05703P,Term. Depok Baru,-6.391068,106.82251,12,4/19/2023 20:29,3500
LMKY155O4Z46JW,3.62E+13,bni,dr. Hasim Prasasta,M,1992,2P,Gondangdia - Senen,1,B01945P,Kel. Senen,-6.172453,106.84292,1,4/19/2023 18:05,B04647P,Sekolah Penabur Gunung Sahari,-6.170053,106.84024,4,4/19/2023 19:03,3500
SLAO230L2K62NR,4.37E+15,dki,Sadina Kurniawan,F,1991,13B,Puri Beta - Pancoran Barat,1,P00254,Tendean,-6.240213,106.83102,2,4/19/2023 17:04,P00136,Mayestik,-6.241921,106.79077,6,4/19/2023 18:04,3500
HWAP091A4F23YF,3.53E+15,dki,Capa Wijaya,M,1984,6D,Stasiun Tebet - Karet via Underpass,0,B02155P,Satrio 6,-6.222992,106.82306,15,4/19/2023 20:03,B00115P,UPT. LLHD 2,-6.225501,106.83489,18,4/19/2023 21:12,3500
BNTK208Y3E04JQ,2.13E+14,emoney,Rini Hutasoit,M,1987,12,Tanjung Priok - Pluit,1,P00123,Landmark Pluit Auto Plaza,-6.125258,106.79971,1,4/19/2023 17:57,P00240,Sunter Karya,-6.137625,106.87081,13,4/19/2023 18:53,3500
WJCZ873K5A02BU,3.43E+14,emoney,Digdaya Tarihoran,M,1978,13,Ciledug - Tendean,0,P00242,Swadarma,-6.23755,106.76065,4,4/19/2023 18:08,P00221,Seskoal,-6.238064,106.77121,6,4/19/2023 19:29,3500
VJXC598N7M40WL,2.28E+15,dki,Ir. Farhunnisa Aryani,F,1994,T11,Poris Plawad - Bundaran Senayan,0,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,21,4/19/2023 18:41,P00218,Senayan JCC Arah Timur,-6.214145,106.809,22,4/19/2023 20:08,3500
BNRT203S5M00PE,3.43E+14,emoney,Sutan Gambira Maulana,F,2011,13B,Puri Beta - Pancoran Barat,1,P00096,JORR,-6.236104,106.75488,12,4/19/2023 18:51,P00198,Puri Beta 2,-6.230532,106.72371,14,4/19/2023 20:51,3500
QIOG919E8V05AL,6.01E+15,dki,Jamalia Permadi,F,1981,6C,Stasiun Tebet - Karet via Patra Kuningan,1,B02183P,Ambassador,-6.224125,106.82663,3,4/19/2023 19:12,B03396P,Kota Kasablanka,-6.224688,106.84246,7,4/19/2023 20:37,3500
VELM289A3Z74AG,3.56E+15,dki,Adhiarja Wahyudin,F,1975,13,Ciledug - Tendean,0,P00221,Seskoal,-6.238064,106.77121,6,4/19/2023 17:54,P00200,Rawa Barat,-6.238947,106.81624,12,4/19/2023 18:44,3500
AGVZ697C2C84XD,3.71E+14,emoney,Rahmi Nurdiyanti,F,2001,5C,PGC - Juanda,1,P00142,Pal Putih,-6.184631,106.84402,2,4/19/2023 17:32,P00016,BKN,-6.257751,106.87,18,4/19/2023 19:19,3500
ZGXU685V4X93AG,4.18E+18,brizzi,"R. Puspa Rahimah, S.Sos",F,1995,D31,Cinere - Kuningan,1,B00389P,Gama Tower,-6.22414,106.83303,8,4/19/2023 19:47,B06644P,Gerbang Tol Brigif,-6.343523,106.79725,12,4/19/2023 21:39,20000
YGOE349S8E68HB,5.04E+11,flazz,H. Anggabaya Fujiati,F,1992,8M,S. Parman - Tanah Abang,0,B01280P,Jln. Kesehatan IV Cideng Timur,-6.172622,106.81142,9,4/19/2023 17:02,B01639P,Jln. Taman Kb. Sirih,-6.182295,106.81661,13,4/19/2023 18:22,3500
KCCD040X8Y19ZM,3.59E+15,dki,Ir. Murti Dabukke,F,2007,M9,Pinang Ranti - Pluit,1,P00227,Slipi Petamburan Arah Utara,-6.20203,106.79989,10,4/19/2023 18:22,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,15,4/19/2023 19:20,3500
OKCR437D1F53LY,3.05E+13,bni,Ajiono Lazuardi,F,1990,L13E,Puri Beta - Kuningan (Express),1,P00160,Patra Kuningan,-6.232677,106.832087,6,4/19/2023 19:03,P00254,Tendean,-6.240213,106.83102,7,4/19/2023 19:55,3500
XWTT566X0J24UY,6.01E+15,dki,Ulya Suartini,F,1981,1T,Cibubur - Balai Kota,1,B00112P,Bank Indonesia 1,-6.181904,106.823097,1,4/19/2023 17:00,B05892P,Wisma Nusantara,-6.193425,106.82319,5,4/19/2023 18:37,20000
HYUP743G0Z96AX,1.80E+14,emoney,Latika Maheswara,M,1996,B21,Bekasi Timur - Cawang,0,B00883P,Jln. Bakti,-6.249166,107.01577,1,4/19/2023 17:47,P00019,BTC,-6.258292,107.02069,8,4/19/2023 19:06,3500
BUJP874B8C19RU,4.16E+15,dki,"R.A. Salwa Yuliarti, M.TI.",F,1969,1B,Stasiun Palmerah - Tosari,0,P00051,Dukuh Atas,-6.205702,106.82223,8,4/19/2023 20:20,P00261,Tosari,-6.196892,106.82309,9,4/19/2023 22:06,3500
UXCE443N8Y28PM,3.84E+13,bni,Pranata Hakim,F,1989,2P,Gondangdia - Senen,0,B03199P,RSPAD 1,-6.176162,106.83987,10,4/19/2023 18:33,B05866P,Wahidin 1,-6.169862,106.83936,12,4/19/2023 20:21,3500
ZSWY674M9H54GH,4.68E+18,brizzi,Patricia Hidayat,F,2009,8K,Batusari - Grogol,1,B05276P,SMAN 65,-6.200842,106.76904,25,4/19/2023 20:48,B05914P,Yayasan Alkahfi Jakbar,-6.198896,106.76889,26,4/19/2023 22:29,3500
IZXR408V7D37QT,6.01E+15,dki,Johan Palastri,F,2004,4,Pulo Gadung 2 - Tosari,1,P00188,Pramuka BPKP,-6.192192,106.87401,7,4/19/2023 18:20,P00263,TU Gas,-6.19241,106.90489,13,4/19/2023 19:32,3500
FLYR876B7B75OA,4.06E+18,brizzi,"Winda Winarno, S.Pd",M,1946,10K,Tanjung Priok - Senen via Taman BMW,1,B00962P,Jln. Bungur Besar VI,-6.171611,106.84386,5,4/19/2023 18:22,B02306P,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922,23,4/19/2023 20:12,3500
BCIR467U1G60NK,3.73E+14,emoney,Heru Astuti,M,2011,7F,Kampung Rambutan - Juanda via Pasar Baru,0,P00207,RS Islam,-6.168676,106.87027,11,4/19/2023 17:03,P00219,Senen,-6.178211,106.84251,16,4/19/2023 18:59,3500
MXDC054G1R29NV,3.59E+15,dki,"Puti Mila Salahudin, M.Pd",M,1975,B13,Bekasi Barat - Blok M,1,B00108P,Bandar Djakarta Bekasi,-6.227085,106.99683,9,4/19/2023 17:02,P00236,Summarecon Bekasi,-6.225566,107.00281,10,4/19/2023 18:31,20000
UBAE981K3G24FN,2.30E+15,dki,Karma Laksmiwati,M,1969,12,Tanjung Priok - Pluit,1,P00138,Museum Fatahillah,-6.13393,106.81209,4,4/19/2023 18:31,P00076,Gunung Sahari Mangga Dua,-6.136817,106.83237,8,4/19/2023 20:08,3500
GYVN451N3F04XW,6.76E+11,flazz,"Rafi Siregar, M.Kom.",F,1994,7Q,Blok M - PGC,1,B02864P,Plaza Kalibata,-6.256423,106.85566,8,4/19/2023 21:07,B06638P,Duren Tiga 2,-6.251908,106.82677,18,4/19/2023 22:12,3500
UDDC047C9S04ZJ,4.18E+15,dki,Enteng Firgantoro,M,1992,1T,Cibubur - Balai Kota,1,B05773P,Tosari 1,-6.199166,106.82334,6,4/19/2023 19:53,B00360P,Flyover Karet 2,-6.214808,106.81847,11,4/19/2023 20:59,20000
LGMO075S4T65JH,5.02E+11,flazz,Talia Mandasari,M,1969,6,Ragunan - Dukuh Atas 2,1,P00073,GOR Sumantri,-6.221618,106.832245,4,4/19/2023 17:44,P00160,Patra Kuningan,-6.232677,106.832087,6,4/19/2023 19:29,3500
VJMY574Z1V36GY,1.80E+14,emoney,Dasa Siregar,F,1992,6H,Senen - Lebak Bulus,0,B02708P,Pejambon,-6.175454,106.83269,8,4/19/2023 18:15,P00073,GOR Sumantri,-6.221618,106.832245,29,4/19/2023 20:14,3500
PJVZ999J6S26SD,3.60E+15,dki,drg. Prayogo Yuniar,M,1959,8C,Kebayoran Lama - Tanah Abang,0,B02616P,Ps. Inpres Kebayoran,-6.235633,106.78445,4,4/19/2023 21:23,B02318P,Masjid Jami Al Makmur 2,-6.18896,106.81516,25,4/19/2023 22:50,3500
SPEM993C9D72SQ,3.55E+15,dki,Gawati Wijaya,F,2003,9E,Kebayoran Lama - Jelambar,1,P00281,Slipi Petamburan Arah Selatan,-6.201948,106.79998,6,4/19/2023 17:47,B01584P,Jln. Simprug Golf 2,-6.227607,106.79042,17,4/19/2023 18:49,3500
OSGX984W9R57MU,3.57E+15,dki,Sidiq Suryatmi,F,1988,6H,Senen - Lebak Bulus,1,P00120,Kuningan Madya,-6.21341,106.8305,20,4/19/2023 19:00,B05725P,Term. Senen,-6.17356,106.84213,36,4/19/2023 20:04,3500
